STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,UNIT_MEASURE,Unit of measure,ACTIVITY,Economic activity,ADJUSTMENT,Adjustment,TRANSFORMATION,Transformation,TIME_HORIZ,Time horizon,METHODOLOGY,Calculation methodology,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals,BASE_PER,Base period
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CS(4.0),Consumer opinion surveys,I,GRC,Greece,M,Monthly,CCICP,Composite consumer confidence,PB,Percentage balance,_Z,Not applicable,Y,Calendar and seasonally adjusted,_Z,Not applicable,_Z,Not applicable,N,National,2010-06,,-64,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CS(4.0),Consumer opinion surveys,I,GRC,Greece,M,Monthly,CCICP,Composite consumer confidence,PB,Percentage balance,_Z,Not applicable,Y,Calendar and seasonally adjusted,_Z,Not applicable,_Z,Not applicable,N,National,2010-09,,-62.6,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CS(4.0),Consumer opinion surveys,I,GRC,Greece,M,Monthly,CCICP,Composite consumer confidence,PB,Percentage balance,_Z,Not applicable,Y,Calendar and seasonally adjusted,_Z,Not applicable,_Z,Not applicable,N,National,2011-02,,-63.3,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CS(4.0),Consumer opinion surveys,I,GRC,Greece,M,Monthly,CCICP,Composite consumer confidence,PB,Percentage balance,_Z,Not applicable,Y,Calendar and seasonally adjusted,_Z,Not applicable,_Z,Not applicable,N,National,2011-04,,-64.6,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CS(4.0),Consumer opinion surveys,I,GRC,Greece,M,Monthly,CCICP,Composite consumer confidence,PB,Percentage balance,_Z,Not applicable,Y,Calendar and seasonally adjusted,_Z,Not applicable,_Z,Not applicable,N,National,2011-06,,-72.5,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CS(4.0),Consumer opinion surveys,I,GRC,Greece,M,Monthly,CCICP,Composite consumer confidence,PB,Percentage balance,_Z,Not applicable,Y,Calendar and seasonally adjusted,_Z,Not applicable,_Z,Not applicable,N,National,2011-08,,-66.3,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CS(4.0),Consumer opinion surveys,I,GRC,Greece,M,Monthly,CCICP,Composite consumer confidence,PB,Percentage balance,_Z,Not applicable,Y,Calendar and seasonally adjusted,_Z,Not applicable,_Z,Not applicable,N,National,2012-02,,-81.3,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CS(4.0),Consumer opinion surveys,I,GRC,Greece,M,Monthly,CCICP,Composite consumer confidence,PB,Percentage balance,_Z,Not applicable,Y,Calendar and seasonally adjusted,_Z,Not applicable,_Z,Not applicable,N,National,2012-04,,-76.7,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CS(4.0),Consumer opinion surveys,I,GRC,Greece,M,Monthly,CCICP,Composite consumer confidence,PB,Percentage balance,_Z,Not applicable,Y,Calendar and seasonally adjusted,_Z,Not applicable,_Z,Not applicable,N,National,2012-08,,-64.6,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CS(4.0),Consumer opinion surveys,I,GRC,Greece,M,Monthly,CCICP,Composite consumer confidence,PB,Percentage balance,_Z,Not applicable,Y,Calendar and seasonally adjusted,_Z,Not applicable,_Z,Not applicable,N,National,2013-02,,-70.5,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CS(4.0),Consumer opinion surveys,I,GRC,Greece,M,Monthly,CCICP,Composite consumer confidence,PB,Percentage balance,_Z,Not applicable,Y,Calendar and seasonally adjusted,_Z,Not applicable,_Z,Not applicable,N,National,2013-04,,-72.5,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CS(4.0),Consumer opinion surveys,I,GRC,Greece,M,Monthly,CCICP,Composite consumer confidence,PB,Percentage balance,_Z,Not applicable,Y,Calendar and seasonally adjusted,_Z,Not applicable,_Z,Not applicable,N,National,2013-08,,-71.9,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CS(4.0),Consumer opinion surveys,I,GRC,Greece,M,Monthly,CCICP,Composite consumer confidence,PB,Percentage balance,_Z,Not applicable,Y,Calendar and seasonally adjusted,_Z,Not applicable,_Z,Not applicable,N,National,2014-02,,-63.8,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CS(4.0),Consumer opinion surveys,I,GRC,Greece,M,Monthly,CCICP,Composite consumer confidence,PB,Percentage balance,_Z,Not applicable,Y,Calendar and seasonally adjusted,_Z,Not applicable,_Z,Not applicable,N,National,2014-08,,-49,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CS(4.0),Consumer opinion surveys,I,GRC,Greece,M,Monthly,CCICP,Composite consumer confidence,PB,Percentage balance,_Z,Not applicable,Y,Calendar and seasonally adjusted,_Z,Not applicable,_Z,Not applicable,N,National,2015-02,,-35.6,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CS(4.0),Consumer opinion surveys,I,GRC,Greece,M,Monthly,CCICP,Composite consumer confidence,PB,Percentage balance,_Z,Not applicable,Y,Calendar and seasonally adjusted,_Z,Not applicable,_Z,Not applicable,N,National,2015-08,,-65,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CS(4.0),Consumer opinion surveys,I,GRC,Greece,M,Monthly,CCICP,Composite consumer confidence,PB,Percentage balance,_Z,Not applicable,Y,Calendar and seasonally adjusted,_Z,Not applicable,_Z,Not applicable,N,National,2017-02,,-66.3,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CS(4.0),Consumer opinion surveys,I,GRC,Greece,M,Monthly,CCICP,Composite consumer confidence,PB,Percentage balance,_Z,Not applicable,Y,Calendar and seasonally adjusted,_Z,Not applicable,_Z,Not applicable,N,National,2019-02,,-35,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CS(4.0),Consumer opinion surveys,I,GRC,Greece,M,Monthly,CCICP,Composite consumer confidence,PB,Percentage balance,_Z,Not applicable,Y,Calendar and seasonally adjusted,_Z,Not applicable,_Z,Not applicable,N,National,2023-12,,-40.3,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CS(4.0),Consumer opinion surveys,I,COL,Colombia,M,Monthly,CCICP,Composite consumer confidence,PB,Percentage balance,_Z,Not applicable,Y,Calendar and seasonally adjusted,_Z,Not applicable,_Z,Not applicable,N,National,2001-11,,-17.72,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CS(4.0),Consumer opinion surveys,I,COL,Colombia,M,Monthly,CCICP,Composite consumer confidence,PB,Percentage balance,_Z,Not applicable,Y,Calendar and seasonally adjusted,_Z,Not applicable,_Z,Not applicable,N,National,2001-12,,-9.83,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CS(4.0),Consumer opinion surveys,I,COL,Colombia,M,Monthly,CCICP,Composite consumer confidence,PB,Percentage balance,_Z,Not applicable,Y,Calendar and seasonally adjusted,_Z,Not applicable,_Z,Not applicable,N,National,2002-07,,-5.02,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CS(4.0),Consumer opinion surveys,I,COL,Colombia,M,Monthly,CCICP,Composite consumer confidence,PB,Percentage balance,_Z,Not applicable,Y,Calendar and seasonally adjusted,_Z,Not applicable,_Z,Not applicable,N,National,2002-11,,-1.52,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CS(4.0),Consumer opinion surveys,I,COL,Colombia,M,Monthly,CCICP,Composite consumer confidence,PB,Percentage balance,_Z,Not applicable,Y,Calendar and seasonally adjusted,_Z,Not applicable,_Z,Not applicable,N,National,2002-12,,6.1,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CS(4.0),Consumer opinion surveys,I,COL,Colombia,M,Monthly,CCICP,Composite consumer confidence,PB,Percentage balance,_Z,Not applicable,Y,Calendar and seasonally adjusted,_Z,Not applicable,_Z,Not applicable,N,National,2003-04,,-8.49,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CS(4.0),Consumer opinion surveys,I,COL,Colombia,M,Monthly,CCICP,Composite consumer confidence,PB,Percentage balance,_Z,Not applicable,Y,Calendar and seasonally adjusted,_Z,Not applicable,_Z,Not applicable,N,National,2003-09,,5.01,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CS(4.0),Consumer opinion surveys,I,COL,Colombia,M,Monthly,CCICP,Composite consumer confidence,PB,Percentage balance,_Z,Not applicable,Y,Calendar and seasonally adjusted,_Z,Not applicable,_Z,Not applicable,N,National,2003-12,,14.5,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CS(4.0),Consumer opinion surveys,I,COL,Colombia,M,Monthly,CCICP,Composite consumer confidence,PB,Percentage balance,_Z,Not applicable,Y,Calendar and seasonally adjusted,_Z,Not applicable,_Z,Not applicable,N,National,2004-01,,25.7,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CS(4.0),Consumer opinion surveys,I,COL,Colombia,M,Monthly,CCICP,Composite consumer confidence,PB,Percentage balance,_Z,Not applicable,Y,Calendar and seasonally adjusted,_Z,Not applicable,_Z,Not applicable,N,National,2004-02,,15.95,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CS(4.0),Consumer opinion surveys,I,COL,Colombia,M,Monthly,CCICP,Composite consumer confidence,PB,Percentage balance,_Z,Not applicable,Y,Calendar and seasonally adjusted,_Z,Not applicable,_Z,Not applicable,N,National,2004-06,,12.74,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CS(4.0),Consumer opinion surveys,I,COL,Colombia,M,Monthly,CCICP,Composite consumer confidence,PB,Percentage balance,_Z,Not applicable,Y,Calendar and seasonally adjusted,_Z,Not applicable,_Z,Not applicable,N,National,2004-07,,13.79,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CS(4.0),Consumer opinion surveys,I,COL,Colombia,M,Monthly,CCICP,Composite consumer confidence,PB,Percentage balance,_Z,Not applicable,Y,Calendar and seasonally adjusted,_Z,Not applicable,_Z,Not applicable,N,National,2005-03,,9.6,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CS(4.0),Consumer opinion surveys,I,COL,Colombia,M,Monthly,CCICP,Composite consumer confidence,PB,Percentage balance,_Z,Not applicable,Y,Calendar and seasonally adjusted,_Z,Not applicable,_Z,Not applicable,N,National,2005-07,,21.91,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CS(4.0),Consumer opinion surveys,I,COL,Colombia,M,Monthly,CCICP,Composite consumer confidence,PB,Percentage balance,_Z,Not applicable,Y,Calendar and seasonally adjusted,_Z,Not applicable,_Z,Not applicable,N,National,2005-08,,27.97,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CS(4.0),Consumer opinion surveys,I,COL,Colombia,M,Monthly,CCICP,Composite consumer confidence,PB,Percentage balance,_Z,Not applicable,Y,Calendar and seasonally adjusted,_Z,Not applicable,_Z,Not applicable,N,National,2005-11,,18.79,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CS(4.0),Consumer opinion surveys,I,COL,Colombia,M,Monthly,CCICP,Composite consumer confidence,PB,Percentage balance,_Z,Not applicable,Y,Calendar and seasonally adjusted,_Z,Not applicable,_Z,Not applicable,N,National,2006-09,,25.29,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CS(4.0),Consumer opinion surveys,I,COL,Colombia,M,Monthly,CCICP,Composite consumer confidence,PB,Percentage balance,_Z,Not applicable,Y,Calendar and seasonally adjusted,_Z,Not applicable,_Z,Not applicable,N,National,2006-11,,31.89,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CS(4.0),Consumer opinion surveys,I,COL,Colombia,M,Monthly,CCICP,Composite consumer confidence,PB,Percentage balance,_Z,Not applicable,Y,Calendar and seasonally adjusted,_Z,Not applicable,_Z,Not applicable,N,National,2007-02,,30.19,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CS(4.0),Consumer opinion surveys,I,COL,Colombia,M,Monthly,CCICP,Composite consumer confidence,PB,Percentage balance,_Z,Not applicable,Y,Calendar and seasonally adjusted,_Z,Not applicable,_Z,Not applicable,N,National,2007-04,,30.04,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CS(4.0),Consumer opinion surveys,I,COL,Colombia,M,Monthly,CCICP,Composite consumer confidence,PB,Percentage balance,_Z,Not applicable,Y,Calendar and seasonally adjusted,_Z,Not applicable,_Z,Not applicable,N,National,2007-10,,37.72,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CS(4.0),Consumer opinion surveys,I,COL,Colombia,M,Monthly,CCICP,Composite consumer confidence,PB,Percentage balance,_Z,Not applicable,Y,Calendar and seasonally adjusted,_Z,Not applicable,_Z,Not applicable,N,National,2008-04,,29.62,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CS(4.0),Consumer opinion surveys,I,COL,Colombia,M,Monthly,CCICP,Composite consumer confidence,PB,Percentage balance,_Z,Not applicable,Y,Calendar and seasonally adjusted,_Z,Not applicable,_Z,Not applicable,N,National,2009-01,,8.6,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CS(4.0),Consumer opinion surveys,I,COL,Colombia,M,Monthly,CCICP,Composite consumer confidence,PB,Percentage balance,_Z,Not applicable,Y,Calendar and seasonally adjusted,_Z,Not applicable,_Z,Not applicable,N,National,2009-04,,-11.72,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CS(4.0),Consumer opinion surveys,I,COL,Colombia,M,Monthly,CCICP,Composite consumer confidence,PB,Percentage balance,_Z,Not applicable,Y,Calendar and seasonally adjusted,_Z,Not applicable,_Z,Not applicable,N,National,2010-03,,16.13,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CS(4.0),Consumer opinion surveys,I,COL,Colombia,M,Monthly,CCICP,Composite consumer confidence,PB,Percentage balance,_Z,Not applicable,Y,Calendar and seasonally adjusted,_Z,Not applicable,_Z,Not applicable,N,National,2010-06,,27.2,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CS(4.0),Consumer opinion surveys,I,COL,Colombia,M,Monthly,CCICP,Composite consumer confidence,PB,Percentage balance,_Z,Not applicable,Y,Calendar and seasonally adjusted,_Z,Not applicable,_Z,Not applicable,N,National,2019-08,,-11.8,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CS(4.0),Consumer opinion surveys,I,COL,Colombia,M,Monthly,CCICP,Composite consumer confidence,PB,Percentage balance,_Z,Not applicable,Y,Calendar and seasonally adjusted,_Z,Not applicable,_Z,Not applicable,N,National,2019-09,,-10.7,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CS(4.0),Consumer opinion surveys,I,COL,Colombia,M,Monthly,CCICP,Composite consumer confidence,PB,Percentage balance,_Z,Not applicable,Y,Calendar and seasonally adjusted,_Z,Not applicable,_Z,Not applicable,N,National,2020-04,,-41.3,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CS(4.0),Consumer opinion surveys,I,COL,Colombia,M,Monthly,CCICP,Composite consumer confidence,PB,Percentage balance,_Z,Not applicable,Y,Calendar and seasonally adjusted,_Z,Not applicable,_Z,Not applicable,N,National,2020-05,,-34,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CS(4.0),Consumer opinion surveys,I,COL,Colombia,M,Monthly,CCICP,Composite consumer confidence,PB,Percentage balance,_Z,Not applicable,Y,Calendar and seasonally adjusted,_Z,Not applicable,_Z,Not applicable,N,National,2020-06,,-33.1,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CS(4.0),Consumer opinion surveys,I,COL,Colombia,M,Monthly,CCICP,Composite consumer confidence,PB,Percentage balance,_Z,Not applicable,Y,Calendar and seasonally adjusted,_Z,Not applicable,_Z,Not applicable,N,National,2020-07,,-32.7,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CS(4.0),Consumer opinion surveys,I,COL,Colombia,M,Monthly,CCICP,Composite consumer confidence,PB,Percentage balance,_Z,Not applicable,Y,Calendar and seasonally adjusted,_Z,Not applicable,_Z,Not applicable,N,National,2020-08,,-25.4,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CS(4.0),Consumer opinion surveys,I,COL,Colombia,M,Monthly,CCICP,Composite consumer confidence,PB,Percentage balance,_Z,Not applicable,Y,Calendar and seasonally adjusted,_Z,Not applicable,_Z,Not applicable,N,National,2020-09,,-21.6,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CS(4.0),Consumer opinion surveys,I,COL,Colombia,M,Monthly,CCICP,Composite consumer confidence,PB,Percentage balance,_Z,Not applicable,Y,Calendar and seasonally adjusted,_Z,Not applicable,_Z,Not applicable,N,National,2020-10,,-18.6,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CS(4.0),Consumer opinion surveys,I,COL,Colombia,M,Monthly,CCICP,Composite consumer confidence,PB,Percentage balance,_Z,Not applicable,Y,Calendar and seasonally adjusted,_Z,Not applicable,_Z,Not applicable,N,National,2020-11,,-13.6,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CS(4.0),Consumer opinion surveys,I,COL,Colombia,M,Monthly,CCICP,Composite consumer confidence,PB,Percentage balance,_Z,Not applicable,Y,Calendar and seasonally adjusted,_Z,Not applicable,_Z,Not applicable,N,National,2020-12,,-10.4,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CS(4.0),Consumer opinion surveys,I,COL,Colombia,M,Monthly,CCICP,Composite consumer confidence,PB,Percentage balance,_Z,Not applicable,Y,Calendar and seasonally adjusted,_Z,Not applicable,_Z,Not applicable,N,National,2021-01,,-20.8,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CS(4.0),Consumer opinion surveys,I,COL,Colombia,M,Monthly,CCICP,Composite consumer confidence,PB,Percentage balance,_Z,Not applicable,Y,Calendar and seasonally adjusted,_Z,Not applicable,_Z,Not applicable,N,National,2021-02,,-14.6,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CS(4.0),Consumer opinion surveys,I,COL,Colombia,M,Monthly,CCICP,Composite consumer confidence,PB,Percentage balance,_Z,Not applicable,Y,Calendar and seasonally adjusted,_Z,Not applicable,_Z,Not applicable,N,National,2021-03,,-11.4,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CS(4.0),Consumer opinion surveys,I,COL,Colombia,M,Monthly,CCICP,Composite consumer confidence,PB,Percentage balance,_Z,Not applicable,Y,Calendar and seasonally adjusted,_Z,Not applicable,_Z,Not applicable,N,National,2021-04,,-34.2,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CS(4.0),Consumer opinion surveys,I,COL,Colombia,M,Monthly,CCICP,Composite consumer confidence,PB,Percentage balance,_Z,Not applicable,Y,Calendar and seasonally adjusted,_Z,Not applicable,_Z,Not applicable,N,National,2021-05,,-34.3,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CS(4.0),Consumer opinion surveys,I,COL,Colombia,M,Monthly,CCICP,Composite consumer confidence,PB,Percentage balance,_Z,Not applicable,Y,Calendar and seasonally adjusted,_Z,Not applicable,_Z,Not applicable,N,National,2021-06,,-22.3,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CS(4.0),Consumer opinion surveys,I,COL,Colombia,M,Monthly,CCICP,Composite consumer confidence,PB,Percentage balance,_Z,Not applicable,Y,Calendar and seasonally adjusted,_Z,Not applicable,_Z,Not applicable,N,National,2021-07,,-7.5,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CS(4.0),Consumer opinion surveys,I,COL,Colombia,M,Monthly,CCICP,Composite consumer confidence,PB,Percentage balance,_Z,Not applicable,Y,Calendar and seasonally adjusted,_Z,Not applicable,_Z,Not applicable,N,National,2021-08,,-8.2,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CS(4.0),Consumer opinion surveys,I,COL,Colombia,M,Monthly,CCICP,Composite consumer confidence,PB,Percentage balance,_Z,Not applicable,Y,Calendar and seasonally adjusted,_Z,Not applicable,_Z,Not applicable,N,National,2021-09,,-3,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CS(4.0),Consumer opinion surveys,I,COL,Colombia,M,Monthly,CCICP,Composite consumer confidence,PB,Percentage balance,_Z,Not applicable,Y,Calendar and seasonally adjusted,_Z,Not applicable,_Z,Not applicable,N,National,2021-10,,-1.3,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CS(4.0),Consumer opinion surveys,I,COL,Colombia,M,Monthly,CCICP,Composite consumer confidence,PB,Percentage balance,_Z,Not applicable,Y,Calendar and seasonally adjusted,_Z,Not applicable,_Z,Not applicable,N,National,2021-11,,-1.4,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CS(4.0),Consumer opinion surveys,I,COL,Colombia,M,Monthly,CCICP,Composite consumer confidence,PB,Percentage balance,_Z,Not applicable,Y,Calendar and seasonally adjusted,_Z,Not applicable,_Z,Not applicable,N,National,2021-12,,-7,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CS(4.0),Consumer opinion surveys,I,COL,Colombia,M,Monthly,CCICP,Composite consumer confidence,PB,Percentage balance,_Z,Not applicable,Y,Calendar and seasonally adjusted,_Z,Not applicable,_Z,Not applicable,N,National,2022-01,,-13.5,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CS(4.0),Consumer opinion surveys,I,COL,Colombia,M,Monthly,CCICP,Composite consumer confidence,PB,Percentage balance,_Z,Not applicable,Y,Calendar and seasonally adjusted,_Z,Not applicable,_Z,Not applicable,N,National,2022-02,,-17.5,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CS(4.0),Consumer opinion surveys,I,COL,Colombia,M,Monthly,CCICP,Composite consumer confidence,PB,Percentage balance,_Z,Not applicable,Y,Calendar and seasonally adjusted,_Z,Not applicable,_Z,Not applicable,N,National,2022-03,,-17.8,,A,Normal value,0,Units,2,Two,,
